row_type	key	date	author	subject_or_title	files_changed	additions	deletions	branch_or_state	merge_or_keyword_flags	head_branch	base_branch
commit	439985b7b9c4797dc944a6e6ad7a1ac34ec5a41c	2026-04-20	Ahjan108	feat(pearl_news): zero-cost LLM — Cloudflare Gemma 3 12B (EN/JA/ZH), DashScope fallback (#507)	20	41	42		pearl_news		
commit	d47bdd85b4b8dd400305715984fcb83e5432655e	2026-04-20	Ahjan108	analysis: reader-quality validation — are we making bestsellers? (#491)	95	7877	4681				
commit	4f3cf8944ce1829cf8e87f7f021ce0cb1c19ef9a	2026-04-20	Ahjan108	feat(manga): GHA suite, fonts registry, multi-chapter smoke (#479)	15	802	272		manga		
commit	d9948e446da57fa3a60bb0fc2b24d6cd91de69a7	2026-04-20	Nihala (Ma'at)	feat(localization): add DeepSeek V3 as preferred CJK translation provider	3	57	11	(origin/agent/deepseek-translation-provider, agent/deepseek-translation-provider)			
commit	43857317209960c250f32653b96cc2933f2257fb	2026-04-20	Nihala (Ma'at)	chore(backup): auto backup 2026-04-20 05:53:45	8	873	4	(origin/agent/manga-audit-remediation-20260420, agent/manga-audit-remediation-20260420)			
commit	79735eabfb9fe49289ea46386f7085015b591dc4	2026-04-20	Nihala (Ma'at)	feat(manga): audit remediation sprint — therapeutic lanes, format grammars, YEARNING gate	26	2117	2		manga,audit		
commit	1a86a917e96b787f5f11ff18b3e57007e7b82593	2026-04-20	Nihala (Ma'at)	docs: add reader-quality validation sprint handoff document	1	303	0				
commit	9b3b5a427cd7c90f74ed9fa4929385bbe28c9e76	2026-04-20	Nihala (Ma'at)	fix(teacher_banks): rebuild approved_atoms for maat, master_feung, miki	16	29	35	(origin/claude/elegant-tu-7e6609, claude/elegant-tu-7e6609)	teacher		
commit	cad7c5620bbb7781d4387d741bcb63d9b23508c6	2026-04-19	Nihala (Ma'at)	fix(maat): correct tradition from Egyptian to Sufi (Naqshbandi Tariqat)	8	239	185				
commit	084e673108cf6adee3a41557d8ce44b83247d3d4	2026-04-19	Nihala (Ma'at)	feat(pearl_news): rebuild all teacher atoms for all 7 topics (12 teachers each)	10	2294	577		teacher,pearl_news		
commit	bfaaa57af1a18f486722e2df5eb02117f4fbc679	2026-04-19	Nihala (Ma'at)	fix(atoms): rebuild all topic atom files from correct teacher doctrine	7	508	388		teacher		
commit	9d85fcea89ac108ec5f6e661ff16bf4c3b496ee2	2026-04-19	Nihala (Ma'at)	fix(doctrine): correct all teacher doctrine files from raw intake data	4	82	135		teacher		
commit	0d50abe5e83d38a520a429c635d0f91da0c7bf50	2026-04-19	Nihala (Ma'at)	fix(pearl_news): align all atom tradition/attribution/display_name to SOURCE_OF_TRUTH	7	444	2277		pearl_news		
commit	765fc9550925ec6c96820e6b50178269ea5ae661	2026-04-20	Nihala (Ma'at)	docs: add reader-quality validation sprint handoff document	1	303	0	(origin/agent/reader-quality-validation-20260418, agent/reader-quality-validation-20260418)			
commit	2758f13c79bffa4a02e410ad8f81201cdf6e61bb	2026-04-18	Nihala (Ma'at)	chore(backup): auto backup 2026-04-18 10:16:19	83	6311	4447				
commit	1ea7afd4e2a75c31d3d02a0a75d149488be8f414	2026-04-18	Nihala (Ma'at)	analysis: reader-quality validation sprint — Scenario B+C confirmed	11	1263	234				
commit	cf5e6f012ab5cb90c60bb2c8db1594c2a863cef2	2026-04-17	Nihala (Ma'at)	feat(manga): GHA suite, fonts registry, multi-chapter smoke	15	802	272	(origin/agent/manga-gha-suite-20260417, agent/manga-gha-suite-20260417)	manga		
commit	d148285beb82cdc02082623d1be2e4b5d1f1fbbd	2026-04-20	Ahjan108	fix(pearl_news): 1-topic × 1-teacher × 1-article + byline/sidebar + regression museum (#505)	107	15001	11		teacher,pearl_news		
commit	85cd624e9502282f491bbae2889095484e3cf5fe	2026-04-20	Ahjan108	research: 10-chapter bestseller benchmark harness — interim verdict (Scenario C) (#500)	4667	557942	0				
commit	c9d8392d7df75a283c6b425d14264f0ed44b2678	2026-04-20	Ahjan108	feat(quality): ACT-012..015 — scoring calibration, rhetorical integration, LLM audit, buying-trigger (#490)	15	983	267		audit		
commit	2216e7201d9ab4ad0a3e169465b53460fb90c9a1	2026-04-20	Ahjan108	feat(manga): speech bubble pipeline — lettering v2, bubble render, EI gates, atom selector (#473)	50	22793	17		manga		
commit	3f0450d2fbc62eb2f78503df807941fb0aa5df6b	2026-04-20	Ahjan108	Stillness Press manga image bank — 9 topics full matrix + index (#458)	484	84407	39		manga		
commit	d1ab269db06833931a541cd3a2156e5e236e2148	2026-04-19	Nihala (Ma'at)	chore(backup): auto backup 2026-04-19 12:49:38	2	2	2	(origin/agent/pearl-news-one-per-teacher-fix-20260419, agent/pearl-news-one-per-teacher-fix-20260419)			
commit	4b72f57e91bad25bb70fa0ddfa0fc5d4080337de	2026-04-19	Nihala (Ma'at)	chore(backup): auto backup 2026-04-19 11:49:22	44	6237	3				
commit	3e6f5fa492f27ed37b67910b53a4ea979101c4cc	2026-04-19	Nihala (Ma'at)	fix(pearl-news): cap topic filter to 1 article per teacher per cycle	1	2	2		teacher		
commit	1c639b5499b433672b8d72534c09cf48039a6992	2026-04-19	Nihala (Ma'at)	chore(backup): auto backup 2026-04-19 10:49:02	57	7618	1				
commit	71ca313010b3de669c2de84a5b6830cab800add1	2026-04-19	Nihala (Ma'at)	fix(pearl_news): fall back to 'general' feed items when assigned topic has 0 matches	1	40	25		pearl_news		
commit	e8ede8d2332905c0c195620267da5785346e805c	2026-04-19	Nihala (Ma'at)	fix(pearl_news): raise feed ingest limit 1→20 so topic filter has candidates	1	6	1		pearl_news		
commit	35f63b0a6a9050ee0e9f82ad576f24c8bcb7cade	2026-04-19	Nihala (Ma'at)	chore(backup): auto backup 2026-04-19 09:48:38	2	2	2				
commit	a1e21eafde99c33ea43cbf87f38670b4e10c7311	2026-04-19	Nihala (Ma'at)	fix(pearl_news): enforce 1-topic × 1-teacher × 1-article + inject byline/sidebar + regression museum	9	1127	8		teacher,pearl_news		
commit	61235a8c89fef3cb30f418f56af6e197dae8b786	2026-04-18	Nihala (Ma'at)	chore(backup): auto backup 2026-04-18 19:42:52	4639	548395	0	(origin/agent/bestseller-benchmark-20260418, agent/bestseller-benchmark-20260418)			
commit	9fffb73f4ef6316c329a5c1c83dbc9625e226f07	2026-04-18	Nihala (Ma'at)	research: bestseller benchmark harness + interim gate verdict	28	9547	0				
commit	06e43e7426822dc28e7e150958cf02444dcdf107	2026-04-20	Nihala (Ma'at)	docs: add LLM two-tier migration handoff (2026-04-20)	1	353	0	(origin/claude/upbeat-lamport-24528a, claude/upbeat-lamport-24528a)			
commit	b5605f6ae7b465b00b538762f9b55d72823c0484	2026-04-18	Nihala (Ma'at)	feat(quality): ACT-012..015 — scoring calibration, rhetorical integration, LLM audit, buying-trigger	9	624	267		audit		
commit	f8f01ec400a716e4e4814d982f04b60395d0f3c9	2026-04-18	Nihala (Ma'at)	chore(backup): auto backup 2026-04-18 08:05:23	1	1	0				
commit	965f8ab57a9bf493cab43bd67241ec972b4b7cf2	2026-04-18	Nihala (Ma'at)	chore(backup): auto backup 2026-04-18 07:48:41	1	1	0				
commit	2fabc3868920f409285f7abe5dac38dcaa8b208a	2026-04-18	Nihala (Ma'at)	chore(backup): auto backup 2026-04-18 01:41:50	4	4	0				
commit	06cf6eff367c0310529e130136518a0d2d70af71	2026-04-17	Nihala (Ma'at)	feat(manga/sprint4): speech atom selector + font registry + end-to-end test	3	1117	0	(origin/claude/amazing-mclaren-f52132, claude/amazing-mclaren-f52132)	manga		
commit	311f4de6d22b2f48055c3e384e78078f031f21d5	2026-04-17	Nihala (Ma'at)	feat(manga/sprint3): MDLG-01..05 EI dialogue gates + story strategy loader	4	1310	0		manga		
commit	676c2e06f43dfdd935f50a98eb3355623d21b9cf	2026-04-17	Nihala (Ma'at)	feat(manga/sprint2): wire CHAPTER_BUBBLE_RENDER into chapter_production pipeline	2	255	5		manga		
commit	cd0e58dc096b10cd820cb9fd21f0a3aebc566931	2026-04-17	Nihala (Ma'at)	feat(manga/sprint1): lettering v2 + CHAPTER_BUBBLE_RENDER stage + bubble renderer	7	1596	11		manga		
commit	962ebb11f19d1adf3ee1561602d71079afbc536a	2026-04-17	Nihala (Ma'at)	feat(manga): speech/dialogue system spec sprint — atoms, strategies, bubble engine, EI gates, research	11	12516	0		manga		
commit	6f5dc282459ef8951d03fd7ebb88dcb71dbb1e8d	2026-04-15	Nihala (Ma'at)	chore(backup): auto backup 2026-04-15 18:12:33	23	5999	1				
commit	c368fe730163c3386f6b6903e84afb7276f5cbe2	2026-04-16	Nihala (Ma'at)	chore(backup): auto backup 2026-04-16 20:04:09	122	65145	1	(origin/agent/stillness-press-image-bank-complete-20260416, agent/stillness-press-image-bank-complete-20260416)			
commit	db2682c2303d45c23b148f49a05bd5eab5edc6f4	2026-04-16	Nihala (Ma'at)	Finish Stillness Press bank (840/840); Workers AI token preference; ite_qc workspace mode.	361	8274	45				
commit	67e6f60a15c5ffe08e0a8474fd37dac6214c2980	2026-04-16	Nihala (Ma'at)	Complete Stillness Press manga image bank (partial matrix) and index.	2	10998	3		manga		
commit	eb0fc2e7b456eea6be8d8755326514bf46f6a62c	2026-04-20	Ahjan108	feat(manga): bootstrap stillness_press series YAMLs + RunComfy character images (#538)	11	499	1181		manga		
commit	721db02fbb9010410be20699fc8eb169a049f1e3	2026-04-20	Nihala (Ma'at)	feat(manga): bootstrap stillness_press series YAMLs + RunComfy character images	11	499	1181	(origin/agent/manga-series-bootstrap-20260420, agent/manga-series-bootstrap-20260420)	manga		
commit	a188a99c34e0002e09c3fe358d94275cc9596453	2026-04-20	Ahjan108	feat(manga): add manga_profiles for all 24 standard brands (#523)	24	792	0		manga,brand		
commit	05da84ab21553b31009724018e429ac829e2a471	2026-04-20	Ahjan108	research: manga program strategic audit — 12 workstreams, citation-required (#498)	12	3813	0		manga,audit		
commit	6ea93680f2d78a30ecae438b6590929ae1b9f5c3	2026-04-20	Ahjan108	research: manga cover design system — 10-workstream deep dive across 12 markets (#497)	22	20668	0		manga		
commit	e490a9fb7fa5f16eafa2aa3892c5888cc4f25b21	2026-04-20	Ahjan108	audit: PR #492 diagnosis — museum landed on main (#496)	1	126	0		audit		
commit	7c154f87d422f052ba9ec5283ab90ba4e62a4b16	2026-04-20	Ahjan108	feat(brand-admin): teacher example reels on teacher_showcase.html (#494)	4	50	0		brand,teacher		
commit	519aa80e7424b441c24e960752bdd17ee3db42fc	2026-04-20	Ahjan108	analysis(manga): forensic teardown + 7-workstream quality gap plan (#476)	12	6560	0		manga		
commit	1f7dfd7b7b502378769a24fd802053c015f8116b	2026-04-20	Ahjan108	feat: stillness press manga image bank — complete asset library for manga production (#451)	11	1716	0		manga		
commit	3c2234bf78e50d5a8f07999305f9d3513dcfe3bc	2026-04-20	Nihala (Ma'at)	chore(backup): auto backup 2026-04-20 11:55:57	8	255	4	(origin/agent/translation-cjk-qwen25-20260420, agent/translation-cjk-qwen25-20260420)			
commit	799a6d1074970a11f76afbc664e494309b7d75c8	2026-04-20	Ahjan108	feat(localization): CJK atom translation tooling (DashScope-only, qwen2.5-plus, resumable)	8	603	122				
commit	d215d282beb3240e8bb63d428097d42c8e892cb6	2026-04-20	Ahjan108	feat(catalog): 3-layer catalog dashboard — series identity + production plan + research links	6	1735	168		catalog		
commit	aded65bb4f35de6d261677a568ce1ec7b1f2b00f	2026-04-20	Nihala (Ma'at)	fix(test): update dry-run assertion to match actual manifest output format	1	2	1				
commit	a268bbdd102c3ee4c8879d857846d6609a413b16	2026-04-20	Ahjan108	triage: recover approved_atoms rebuild (maat/master_feung/miki) from elegant-tu-7e6609	484	2412	2671				
commit	bea34a38939f205910a1510cca25acff84fa9c7d	2026-04-20	Ahjan108	triage: recover pearl-news routing + doctrine corrections from elegant-tu-7e6609	33	3403	799				
commit	3d63531c0d453e5f3f35aea24c0cdec44e3d6160	2026-04-20	Ahjan108	triage: recover exercise rewrites + refinement artifacts from zen-dijkstra	17	2862	1171				
commit	80fc906a51db86dd9e64ac2654e66c40ae855d56	2026-04-20	Ahjan108	triage: recover session handoff doc from recursing-lalande	1	250	0				
commit	d7ec960b9119db2eb77577c3bcd20842d2a4331a	2026-04-20	Nihala (Ma'at)	fix(approved_atoms): quote body text containing colon-space in 16 atom YAML files	16	35	29	(origin/triage/recover-elegant-tu-approved-atoms, triage/recover-elegant-tu-approved-atoms)			
commit	44bcb2da39ad57905a7d4cb830efe19852ce5720	2026-04-20	Nihala (Ma'at)	feat(localization): DashScope-only mode, translate CLI flags, golden checks	7	601	121				
commit	a0fa94c88e7803f68a26abddc43134acd701dcd2	2026-04-20	Nihala (Ma'at)	fix(doctrine): remove disallowed schema keys from 4 teacher doctrine files	4	7	12	(origin/triage/recover-elegant-tu-7e6609, triage/recover-elegant-tu-7e6609)	teacher		
commit	03fecbdc6a8f388391d9743530c108c4091d0e70	2026-04-20	Nihala (Ma'at)	chore(coordination): log ws_disk_cleanup_phase2_20260420 in ACTIVE_WORKSTREAMS.tsv	1	1	0	(origin/claude/optimistic-mclaren-a6dde5, claude/optimistic-mclaren-a6dde5)			
commit	9b28d043e34682c316fea978279fdb33d6c86d0f	2026-04-20	Nihala (Ma'at)	chore(coordination): log ws_disk_cleanup_phase2_20260420 in ACTIVE_WORKSTREAMS.tsv	1	1	0	(claude/fervent-turing-2cf6e8, claude/eloquent-shockley-f0ddaa, claude/awesome-vaughan-3a1fd9)			
commit	410f54a9944382a5ad917fd74431507e7690d6dd	2026-04-20	Nihala (Ma'at)	triage: recover approved_atoms rebuild for maat, master_feung, miki from elegant-tu-7e6609	484	2409	2674				
commit	041db2551a424810f4a897facea655e7061e5de1	2026-04-20	Nihala (Ma'at)	triage: recover pearl-news routing + doctrine corrections from elegant-tu-7e6609	33	3408	799				
commit	315f7273e16321c2b28ac459b96f2f384eceeb46	2026-04-20	Nihala (Ma'at)	triage: recover exercise rewrites + refinement artifacts from zen-dijkstra	17	2862	1171	(origin/triage/recover-zen-dijkstra-exercise-rewrites, triage/recover-zen-dijkstra-exercise-rewrites)			
commit	99f25211557e2cb28e00c39d2af9b67c549ed5ce	2026-04-20	Nihala (Ma'at)	triage: recover session handoff doc from recursing-lalande	1	250	0	(origin/triage/recover-session-handoff-2026-04-08, triage/recover-session-handoff-2026-04-08)			
commit	2ee434ea260c3de0ded44ad729e3f80919fdf8f5	2026-04-20	Nihala (Ma'at)	chore(backup): auto backup 2026-04-20 10:55:53	57	5	60				
commit	7370ea2a4073f66cec885f1140eb6c4914b11a08	2026-04-20	Nihala (Ma'at)	chore(ops): disk cleanup — remove 8 merged-PR worktrees, prune orphaned dirs	1	1	0	(claude/gracious-meitner-f6b69b)			
commit	a6674490cebac87c4292de121b384cafef22e4fc	2026-04-20	Ahjan108	feat(pipeline): template routing matrix — topic×persona×format → v2_somatic or spine_only	7	324	0				
commit	5d849cd76aa96e761a4f31ab19fa7132c2ef06f1	2026-04-20	Ahjan108	fix(atoms): gen_z_student STORY gap — fixes Release gates CI (Issue #481)	61	1931	0				
commit	0c3430e5b5798bec199d3c67ae6241aabfebba72	2026-04-20	Nihala (Ma'at)	feat(catalog): wire production plan + research links into catalog dashboard	6	1735	168	(origin/agent/dashboard-three-layer-20260420, agent/dashboard-three-layer-20260420)	catalog		
commit	ccaa303c31a3e3e56e6a0282522a04a216582631	2026-04-20	Nihala (Ma'at)	content(atoms): add 61 missing gen_z_student atom files — fixes Release gates	61	1931	0	(origin/agent/gen-z-student-atom-gap-fix-20260420, agent/gen-z-student-atom-gap-fix-20260420)			
commit	b2d0c7f0689aa72bb76ad6fb39f65fff96193459	2026-04-20	Nihala (Ma'at)	feat(pipeline): template routing matrix + resolve_template_library() wiring + 3-book pilot	7	324	0	(origin/agent/template-routing-matrix-20260420, agent/template-routing-matrix-20260420)			
commit	fc4e4d6cce23b0de8ba9f6b23b0c281049f57a91	2026-04-20	Ahjan108	feat(template): Scenario A — fail-fast gate YAML + wiring gap analysis + variant fix (#504)	3	981	2				
commit	6bd0a8067d6f00eaf4df5e66797240d72bd801d2	2026-04-19	Nihala (Ma'at)	feat(template): Scenario A — fail-fast gate YAML + wiring gap analysis + variant fix	3	981	2	(origin/agent/scenario-a-template-wiring-20260418, rebase-504-work)			
commit	d074d082cb0e4e3ac62756984bf8c1fd483bfb5b	2026-04-20	Ahjan108	analysis: template thesis — can structure do what gates + atoms alone cannot? (#502)	8	1174	0				
commit	0b2090f9dcd869d68ec5ef85664c470888bbeb19	2026-04-19	Nihala (Ma'at)	chore(backup): auto backup 2026-04-19 04:47:13	1	1	0	(origin/agent/template-thesis-analysis-20260418, rebase-502-work)			
commit	fbc1a73c83fb43de91b413d6e6b0e46d4ac5ca57	2026-04-19	Nihala (Ma'at)	chore(backup): auto backup 2026-04-19 03:47:00	1	1	0				
commit	6f1e04b358009a3b96a81585c02528f11bd6e775	2026-04-19	Nihala (Ma'at)	chore(backup): auto backup 2026-04-19 02:46:47	1	1	0				
commit	cd06a89b730051e63b7400f5b862ae430ffac662	2026-04-19	Nihala (Ma'at)	chore(backup): auto backup 2026-04-19 01:46:33	1	1	0				
commit	6d12419c8e88e8138f22f3ef211fd8e26619044f	2026-04-18	Nihala (Ma'at)	analysis: template thesis — can structure produce coherence where assembly cannot?	7	1170	0				
commit	b82c28946120a0fd02f21e7ee151d6b6c8ba6526	2026-04-20	Ahjan108	chore(backup): auto backup 2026-04-20 09:55:43 (#528)	15	2210	38	(temp-502-rebase)			
commit	f905f304570997c565e58cfc1be36bd4cd878ba6	2026-04-20	Nihala (Ma'at)	chore(backup): auto backup 2026-04-20 09:55:43	15	2210	38	(origin/agent/dashboard-multibrand-fix-20260420, agent/dashboard-multibrand-fix-20260420)			
commit	f74bd2156d9d8d69b94cc59b6e11e2e2efd523c4	2026-04-20	Ahjan108	feat(catalog): manga catalog visibility dashboard + Augment review fixes	17	2043	2		manga,catalog		
commit	f420f42a451ed50766e20389ac9fd7131502e202	2026-04-20	Ahjan108	content(manga): fill marketing + character fields in manga profiles; Phase B US Eng dashboard (#527)	9	2223	0		manga		
commit	10358fe0408ecc945a09f83be83621b7228ef61d	2026-04-20	Nihala (Ma'at)	fix(catalog): address Augment review issues on PR #525	3	20	7	(origin/agent/manga-catalog-visibility, agent/manga-catalog-visibility)	catalog		
commit	18d4be34533a738a4474aa7f02cc1991023105cd	2026-04-20	Nihala (Ma'at)	feat(catalog): manga catalog visibility dashboard — extractor + Brand 1 US Eng pilot	9	2009	0		manga,catalog,brand		
commit	4cd4a43d74d7776f4a924a39f9132d51af827652	2026-04-20	Nihala (Ma'at)	chore(backup): auto backup 2026-04-20 08:54:23	1	1	0				
commit	2f9b9abeee8f52216851bfa8dff65bf6748f8df6	2026-04-20	Nihala (Ma'at)	content(manga): fill marketing + character fields in manga profiles; Phase B US Eng dashboard	9	2223	0	(origin/agent/manga-profile-gap-fill-20260420, agent/manga-profile-gap-fill-20260420)	manga		
commit	3741fbca7361349a44abc1a78814465860e4a14c	2026-04-20	Nihala (Ma'at)	restore: teacher_pics — ra, maat, master_feung, master_wu, junko, omote	6	18	0		teacher		
commit	6910e879a1ca37406301198873c4069f799e9f91	2026-04-20	Nihala (Ma'at)	fix(catalog): address Augment review issues on PR #525	3	19	6	(agent/manga-catalog-visibility-fixes)	catalog		
commit	1a97eedc760ad81d7e02842af150da4f0bb467ee	2026-04-20	Ahjan108	docs: add PROMPT_ROUTER_HANDOFF Revision 3 (2026-04-20) (#526)	1	218	0				
commit	b5355762a112fc2d7fcac3755a3aed7f5720506d	2026-04-20	Nihala (Ma'at)	docs: add PROMPT_ROUTER_HANDOFF Revision 3 (2026-04-20)	1	218	0	(origin/agent/router-handoff-20260420, agent/router-handoff-20260420)			
commit	54afd06096152ddad2c015de47e3e646a99e49b1	2026-04-20	Nihala (Ma'at)	docs: add PROMPT_ROUTER_HANDOFF revision 3 — session startup prompt router	1	218	0	(claude/jovial-nash-1e88e9)			
commit	b8b69d1dc9990381b6eb2ff6458c0a5a6d275fff	2026-04-20	Nihala (Ma'at)	feat(catalog): manga catalog visibility dashboard — extractor + Brand 1 US Eng pilot	9	2009	0		manga,catalog,brand		
commit	7fddd821df10edfcdd9db365a962b2b5fb6c3c1e	2026-04-20	Nihala (Ma'at)	chore(backup): auto backup 2026-04-20 08:54:23	1	1	0	(claude/vigorous-germain-00de38, claude/strange-cerf-509184, claude/reverent-mclaren-2928e6, claude/naughty-shannon-fc9272, claude/elated-bell-a3e9a4, claude/eager-euclid-da47d7)			
commit	833e2c0b696a6663a2a69b76677d741ad386da1d	2026-04-20	Nihala (Ma'at)	chore(backup): auto backup 2026-04-20 08:41:00	15	4	14				
commit	c3fdc1c453b155eb11d264ef3cbd3358c94807e7	2026-04-20	Nihala (Ma'at)	restore: teacher_pics — ra, maat, master_feung, master_wu, junko, omote	6	18	0	(claude/great-shannon-21dadc)	teacher		
commit	165cd1c3ba0255f1bd72858336d1bc89cfeb3dd3	2026-04-20	Nihala (Ma'at)	fix(engine): remove LLM from Pearl_Writer; wire real location profiles; deprecate social renderer	3	244	252	(claude/hopeful-poitras-612c28)			
commit	dc4450f446a44bece3f031aa35ce4a86dfc3dfc3	2026-04-20	Nihala (Ma'at)	docs: handoff doc — EnrichmentSelect pilot session 2026-04-10	1	466	0	(claude/sharp-wright)			
commit	4bfb8f5fb28721095ac5510f8aad7d4df3e38c21	2026-04-20	Nihala (Ma'at)	docs: manga cover design sprint handoff document	1	184	0	(origin/agent/manga-cover-design-research-20260418, agent/manga-cover-design-research-20260418)	manga		
commit	dd84b1b9465709f8d2e1345341c878bc965d2f98	2026-04-20	Nihala (Ma'at)	fix(engine): 5-bug engine hardening — gaps, truncation, dedup, casing, diversity	9	761	98				
commit	1e6949fb72d5cdd354a59f98013e57e4cdb03e22	2026-04-20	Nihala (Ma'at)	feat(manga): add manga_profiles for all 24 standard brands	24	792	0	(origin/agent/manga-standard-brand-profiles, agent/manga-standard-brand-profiles)	manga,brand		
